name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,class_simple
Frontier Mountain 95022,10707,Valid,H6,3.9,Found,1995.0,-72.95306,160.46361,"(-72.95306, 160.46361)",Chondrite
Frontier Mountain 95023,10708,Valid,H6,1.4,Found,1995.0,-72.98972,160.40778,"(-72.98972, 160.40778)",Chondrite
Frontier Mountain 95024,10709,Valid,H4,6.3,Found,1995.0,-72.9525,160.50833,"(-72.9525, 160.50833)",Chondrite
Frontier Mountain 95025,10710,Valid,H4(?),0.4,Found,1995.0,-72.99667,160.41722,"(-72.99667, 160.41722)",Chondrite
Frontier Mountain 95027,10712,Valid,H5,0.9,Found,1995.0,-72.95417,160.43639,"(-72.95417, 160.43639)",Chondrite
Frontier Mountain 95029,10714,Valid,Acapulcoite,8.3,Found,1995.0,-72.99133,160.417,"(-72.99133, 160.417)",Chondrite
Frontier Mountain 95031,10716,Valid,H4,0.5,Found,1995.0,-72.95111,160.50833,"(-72.95111, 160.50833)",Chondrite
Frontier Mountain 95034,10719,Valid,H6,1.2,Found,1995.0,-72.95472,160.40889,"(-72.95472, 160.40889)",Chondrite
Frontier Mountain 95035,10720,Valid,L6,4.8,Found,1995.0,-72.98944,160.40944,"(-72.98944, 160.40944)",Chondrite
Frontier Mountain 95037,10722,Valid,H6,0.5,Found,1995.0,-72.95111,160.51389,"(-72.95111, 160.51389)",Chondrite
Frontier Mountain 95038,10723,Valid,H4,2.8,Found,1995.0,-72.98917,160.40889,"(-72.98917, 160.40889)",Chondrite
Frontier Mountain 95039,10724,Valid,H6,1.2,Found,1995.0,-72.98833,160.40861,"(-72.98833, 160.40861)",Chondrite
Frontier Mountain 95040,10725,Valid,H5,8.4,Found,1995.0,-72.95267,160.5535,"(-72.95267, 160.5535)",Chondrite
Frontier Mountain 95043,10728,Valid,L6,5.7,Found,1995.0,-72.95139,160.50889,"(-72.95139, 160.50889)",Chondrite
Frontier Mountain 95045,10730,Valid,H6,6.1,Found,1995.0,-72.95133,160.51667,"(-72.95133, 160.51667)",Chondrite
Frontier Mountain 95047,10732,Valid,H5,3.6,Found,1995.0,-72.987,160.40733,"(-72.987, 160.40733)",Chondrite
Frontier Mountain 95048,10733,Valid,L3,3.5,Found,1995.0,-72.95833,160.50317,"(-72.95833, 160.50317)",Chondrite
Frontier Mountain 97001,10734,Valid,L5,4.8,Found,1997.0,-72.95333,160.48083,"(-72.95333, 160.48083)",Chondrite
Frontier Mountain 97002,10735,Valid,CV3,0.3,Found,1997.0,-72.95333,160.48389,"(-72.95333, 160.48389)",Chondrite
Frontier Mountain 97003,10736,Valid,CV3,0.2,Found,1997.0,-72.95333,160.48389,"(-72.95333, 160.48389)",Chondrite
Frontier Mountain 97004,10737,Valid,L6,5.1,Found,1997.0,-72.955,160.44139,"(-72.955, 160.44139)",Chondrite
Frontier Mountain 97005,10738,Valid,L5,1.0,Found,1997.0,-72.95278,160.43917,"(-72.95278, 160.43917)",Chondrite
Frontier Mountain 97006,10739,Valid,H6,1.6,Found,1997.0,-72.95361,160.44083,"(-72.95361, 160.44083)",Chondrite
Frontier Mountain 97007,10740,Valid,L6,2.3,Found,1997.0,-72.95278,160.44028,"(-72.95278, 160.44028)",Chondrite
Frontier Mountain 97009,10742,Valid,H5,0.8,Found,1997.0,-72.95333,160.44028,"(-72.95333, 160.44028)",Chondrite
Frontier Mountain 97011,10744,Valid,L6,0.8,Found,1997.0,-72.95222,160.50333,"(-72.95222, 160.50333)",Chondrite
Frontier Mountain 97012,10745,Valid,H5,0.2,Found,1997.0,-72.95278,160.44139,"(-72.95278, 160.44139)",Chondrite
Frontier Mountain 97015,10747,Valid,H6,0.7,Found,1997.0,-72.95306,160.4475,"(-72.95306, 160.4475)",Chondrite
Frontier Mountain 97016,10748,Valid,H6,5.1,Found,1997.0,-72.9525,160.445,"(-72.9525, 160.445)",Chondrite
Frontier Mountain 97019,10749,Valid,L6,1.4,Found,1997.0,-72.95167,160.455,"(-72.95167, 160.455)",Chondrite
Frontier Mountain 97020,10750,Valid,H6,6.0,Found,1997.0,-72.95167,160.45917,"(-72.95167, 160.45917)",Chondrite
Frontier Mountain 97022,10751,Valid,H5,2.9,Found,1997.0,-72.94944,160.465,"(-72.94944, 160.465)",Chondrite
Frontier Mountain 97023,10752,Valid,H4,2.5,Found,1997.0,-72.95389,160.44833,"(-72.95389, 160.44833)",Chondrite
Frontier Mountain 97026,10755,Valid,H4,1.4,Found,1997.0,-72.95333,160.5225,"(-72.95333, 160.5225)",Chondrite
Frontier Mountain 97031,10760,Valid,H6,1.9,Found,1997.0,-72.95333,160.52222,"(-72.95333, 160.52222)",Chondrite
Frontier Mountain 97034,10763,Valid,L6,3.8,Found,1997.0,-72.94944,160.51222,"(-72.94944, 160.51222)",Chondrite
Frontier Mountain 97035,10764,Valid,H5,5.1,Found,1997.0,-72.96778,160.4775,"(-72.96778, 160.4775)",Chondrite
Frontier Mountain 97036,10765,Valid,H5,1.0,Found,1997.0,-72.98944,160.4125,"(-72.98944, 160.4125)",Chondrite
Frontier Mountain 97037,10766,Valid,H4,0.6,Found,1997.0,-72.98889,160.40722,"(-72.98889, 160.40722)",Chondrite
Frontier Mountain 97038,10767,Valid,H4,0.5,Found,1997.0,-72.98833,160.40722,"(-72.98833, 160.40722)",Chondrite
Frontier Mountain 97039,10768,Valid,H5,1.3,Found,1997.0,-72.98833,160.40694,"(-72.98833, 160.40694)",Chondrite
Frontier Mountain 97040,10769,Valid,H4/5,0.5,Found,1997.0,-72.98833,160.40722,"(-72.98833, 160.40722)",Chondrite
Frontier Mountain 97041,10770,Valid,H4,7.8,Found,1997.0,-72.98833,160.40667,"(-72.98833, 160.40667)",Chondrite
Frontier Mountain 97042,10771,Valid,H5,2.6,Found,1997.0,-72.98972,160.40667,"(-72.98972, 160.40667)",Chondrite
Frontier Mountain 97043,10772,Valid,H4,1.1,Found,1997.0,-72.98972,160.40667,"(-72.98972, 160.40667)",Chondrite
Frontier Mountain 97044,10773,Valid,H4,8.9,Found,1997.0,-72.98944,160.4075,"(-72.98944, 160.4075)",Chondrite
Frontier Mountain 97046,10775,Valid,H6,3.4,Found,1997.0,-72.98972,160.40583,"(-72.98972, 160.40583)",Chondrite
Frontier Mountain 97047,10776,Valid,H4,0.8,Found,1997.0,-72.98667,160.40861,"(-72.98667, 160.40861)",Chondrite
Frontier Mountain 97048,10777,Valid,H4,1.0,Found,1997.0,-72.98972,160.40944,"(-72.98972, 160.40944)",Chondrite
Frontier Mountain 97049,10778,Valid,H4,2.9,Found,1997.0,-72.98889,160.40611,"(-72.98889, 160.40611)",Chondrite
Frontier Mountain 97050,10779,Valid,H4,1.8,Found,1997.0,-72.98861,160.40889,"(-72.98861, 160.40889)",Chondrite
Frontier Mountain 97051,10780,Valid,H4,6.6,Found,1997.0,-72.98861,160.40694,"(-72.98861, 160.40694)",Chondrite
Frontier Mountain 97054,10783,Valid,H6,1.8,Found,1997.0,-72.98972,160.40889,"(-72.98972, 160.40889)",Chondrite
Frontier Mountain 97055,10784,Valid,H5,9.1,Found,1997.0,-72.98917,160.40556,"(-72.98917, 160.40556)",Chondrite
Frontier Mountain 97056,10785,Valid,L/LL3,1.6,Found,1997.0,-72.99056,160.40556,"(-72.99056, 160.40556)",Chondrite
Frontier Mountain 97058,10786,Valid,H4,8.9,Found,1997.0,-72.98972,160.40667,"(-72.98972, 160.40667)",Chondrite
Frontier Mountain 97059,10787,Valid,H4,4.0,Found,1997.0,-72.98972,160.40667,"(-72.98972, 160.40667)",Chondrite
Frontier Mountain 97060,10788,Valid,H4,6.1,Found,1997.0,-72.99278,160.40444,"(-72.99278, 160.40444)",Chondrite
Frontier Mountain 97061,10789,Valid,H4,4.2,Found,1997.0,-72.99167,160.40472,"(-72.99167, 160.40472)",Chondrite
Frontier Mountain 97062,10790,Valid,H5,5.6,Found,1997.0,-72.99417,160.3975,"(-72.99417, 160.3975)",Chondrite
Frontier Mountain 97063,10791,Valid,H4/5,3.6,Found,1997.0,-72.99139,160.40528,"(-72.99139, 160.40528)",Chondrite
Frontier Mountain 97064,10792,Valid,H5,3.5,Found,1997.0,-72.99139,160.40444,"(-72.99139, 160.40444)",Chondrite
Frontier Mountain 97065,10793,Valid,H6,5.1,Found,1997.0,-72.99111,160.40583,"(-72.99111, 160.40583)",Chondrite
Frontier Mountain 97066,10794,Valid,H4,1.8,Found,1997.0,-72.99028,160.405,"(-72.99028, 160.405)",Chondrite
Frontier Mountain 99002,10796,Valid,H3,1.0,Found,1999.0,-72.99444,160.41167,"(-72.99444, 160.41167)",Chondrite
Frontier Mountain 99003,10797,Valid,H3,2.2,Found,1999.0,-72.99472,160.41083,"(-72.99472, 160.41083)",Chondrite
Frontier Mountain 99004,10798,Valid,H4,0.7,Found,1999.0,-72.99611,160.42556,"(-72.99611, 160.42556)",Chondrite
Frontier Mountain 99005,10799,Valid,H5,3.5,Found,1999.0,-72.99306,160.41028,"(-72.99306, 160.41028)",Chondrite
Frontier Mountain 99009,10802,Valid,H6,6.3,Found,1999.0,-72.94639,160.37833,"(-72.94639, 160.37833)",Chondrite
Frontier Mountain 99010,10803,Valid,H5/6,3.5,Found,1999.0,-72.96083,160.54583,"(-72.96083, 160.54583)",Chondrite
Frontier Mountain 99011,10804,Valid,H6,8.4,Found,1999.0,-72.99056,160.39861,"(-72.99056, 160.39861)",Chondrite
Frontier Mountain 99012,10805,Valid,H3/4,1.9,Found,1999.0,-72.99444,160.40167,"(-72.99444, 160.40167)",Chondrite
Frontier Mountain 99015,10808,Valid,H4,4.4,Found,1999.0,-72.995,160.40194,"(-72.995, 160.40194)",Chondrite
Frontier Mountain 99017,10810,Valid,H4,0.9,Found,1999.0,-72.99472,160.40167,"(-72.99472, 160.40167)",Chondrite
Frontier Mountain 99019,10812,Valid,H3/4,8.3,Found,1999.0,-72.98972,160.39833,"(-72.98972, 160.39833)",Chondrite
Frontier Mountain 99020,10813,Valid,H4,0.3,Found,1999.0,-72.9925,160.40944,"(-72.9925, 160.40944)",Chondrite
Frontier Mountain 99022,10815,Valid,L5,0.4,Found,1999.0,-72.99333,160.41444,"(-72.99333, 160.41444)",Chondrite
Frontier Mountain 99023,10816,Valid,H4,0.3,Found,1999.0,-72.99194,160.41111,"(-72.99194, 160.41111)",Chondrite
Frontier Mountain 99024,10817,Valid,H5/6,0.7,Found,1999.0,-72.99333,160.40778,"(-72.99333, 160.40778)",Chondrite
Frontier Mountain 99026,10819,Valid,H3,3.4,Found,1999.0,-72.99,160.40861,"(-72.99, 160.40861)",Chondrite
Frontier Mountain 99027,10820,Valid,L4,8.2,Found,1999.0,-72.95583,160.435,"(-72.95583, 160.435)",Chondrite
Frontier Mountain 99029,10822,Valid,H5,8.1,Found,1999.0,-72.985,160.50333,"(-72.985, 160.50333)",Chondrite
Frontier Mountain 99030,10823,Valid,Lodranite,4.6,Found,1999.0,-72.96361,160.49778,"(-72.96361, 160.49778)",Chondrite
Frontier Mountain 99033,10826,Valid,H5/6,3.5,Found,1999.0,-72.98417,160.48694,"(-72.98417, 160.48694)",Chondrite
Frontier Mountain 99034,10827,Valid,H4,1.9,Found,1999.0,-72.98889,160.40306,"(-72.98889, 160.40306)",Chondrite
Frontier Mountain 99035,10828,Valid,H3/4,3.3,Found,1999.0,-72.99,160.40222,"(-72.99, 160.40222)",Chondrite
Frontier Mountain 99036,10829,Valid,H3/4,6.1,Found,1999.0,-72.98806,160.40389,"(-72.98806, 160.40389)",Chondrite
Frontier Mountain 99039,10832,Valid,H6,4.0,Found,1999.0,-72.95222,160.56611,"(-72.95222, 160.56611)",Chondrite
Fukue,10835,Valid,Iron,7.3,Found,1849.0,32.7,128.85,"(32.7, 128.85)",Iron
Gardner Ridge 98401,10859,Valid,H4,5.3,Found,1998.0,-86.93333,-148.55,"(-86.93333, -148.55)",Chondrite
Geologists Range 99115,10889,Valid,H6,8.9,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99117,10891,Valid,L6,4.4,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99118,10892,Valid,H6,1.1,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99120,10894,Valid,Howardite,0.5,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99121,10895,Valid,H6,3.6,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99122,10896,Valid,L6,0.9,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99123,10897,Valid,H6,2.6,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99124,10898,Valid,H6,3.2,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99125,10899,Valid,L6,2.7,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99126,10900,Valid,L6,0.3,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99127,10901,Valid,H6,0.4,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Geologists Range 99128,10902,Valid,L6,5.2,Found,1999.0,-82.5,155.5,"(-82.5, 155.5)",Chondrite
Goldstone Dry Lake,10943,Valid,H6,1.1,Found,1999.0,35.37333,-116.90833,"(35.37333, -116.90833)",Chondrite
Gove,52859,Relict,Relict iron,0.0,Found,1979.0,-12.26333,136.83833,"(-12.26333, 136.83833)",Chondrite
Graves Nunataks 95224,10984,Valid,L4,3.1,Found,1995.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 95225,10985,Valid,L4,2.7,Found,1995.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98029,11021,Valid,L5,8.9,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98073,11065,Valid,H6,6.5,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98078,11070,Valid,L6,7.5,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98079,11071,Valid,H6,3.7,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98094,11086,Valid,L6,7.2,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98102,11094,Valid,CK4,7.0,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98109,11101,Valid,L5,7.3,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98124,11116,Valid,H5,5.8,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98136,11127,Valid,H5,2.7,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98138,11129,Valid,H5,9.8,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98142,11132,Valid,L6,9.1,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98146,11136,Valid,H5,3.6,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98147,11137,Valid,L6,9.2,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98148,11138,Valid,H5,6.7,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98160,11150,Valid,H6,7.8,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98161,11151,Valid,H6,7.7,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98162,11152,Valid,L6,0.8,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98167,11157,Valid,H5,4.9,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98168,11158,Valid,Howardite,7.0,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98171,11161,Valid,L3.8,8.0,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98174,11164,Valid,L6,8.5,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98178,11168,Valid,L6,7.2,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Graves Nunataks 98181,11171,Valid,L4,2.9,Found,1998.0,-86.71667,-141.5,"(-86.71667, -141.5)",Chondrite
Great Sand Sea 022,44883,Valid,H6,0.9,Found,1994.0,25.91667,25.66667,"(25.91667, 25.66667)",Chondrite
Great Sand Sea 023,44884,Valid,H5,1.5,Found,1996.0,25.16667,25.66667,"(25.16667, 25.66667)",Chondrite
Great Sand Sea 024,44885,Valid,H5,7.8,Found,1996.0,25.28317,25.60833,"(25.28317, 25.60833)",Chondrite
Great Sand Sea 032,51057,Valid,Acapulcoite,8.3,Found,2006.0,26.18667,25.45567,"(26.18667, 25.45567)",Chondrite
Great Sand Sea 034,51002,Valid,L5/6,7.72,Found,2006.0,26.18667,25.45567,"(26.18667, 25.45567)",Chondrite
Great Sand Sea 041,56302,Valid,H5,6.5,Found,2010.0,25.34583,25.498,"(25.34583, 25.498)",Chondrite
Grosvenor Mountains 85218,11227,Valid,H6,6.8,Found,1985.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95582,11310,Valid,L6,8.6,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95608,11336,Valid,Ureilite,6.08,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95642,11368,Valid,L6,9.5,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95645,11371,Valid,CM1,2.42,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95646,11372,Valid,L6,8.6,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grosvenor Mountains 95659,11385,Valid,H6,6.9,Found,1995.0,-85.66667,175.0,"(-85.66667, 175.0)",Chondrite
Grove Mountains 020001,46612,Valid,L4,3.37,Found,2002.0,-73.09722,75.175,"(-73.09722, 75.175)",Chondrite
Grove Mountains 020002,46613,Valid,LL5,4.89,Found,2002.0,-73.09667,75.175,"(-73.09667, 75.175)",Chondrite
Grove Mountains 020003,46614,Valid,LL5,4.76,Found,2002.0,-73.10417,75.17944,"(-73.10417, 75.17944)",Chondrite
Grove Mountains 020004,46615,Valid,H4,2.24,Found,2002.0,-73.09806,75.17833,"(-73.09806, 75.17833)",Chondrite
Grove Mountains 020005,30667,Valid,CM2,0.4,Found,2002.0,-73.0975,75.20472,"(-73.0975, 75.20472)",Chondrite
Grove Mountains 020006,46616,Valid,L3,1.67,Found,2002.0,-73.09639,75.2025,"(-73.09639, 75.2025)",Chondrite
Grove Mountains 020008,46618,Valid,H4,6.17,Found,2002.0,-73.09806,75.20917,"(-73.09806, 75.20917)",Chondrite
Grove Mountains 020009,46619,Valid,H5,2.11,Found,2002.0,-73.09222,75.19333,"(-73.09222, 75.19333)",Chondrite
Grove Mountains 020010,30668,Valid,LL3,2.5,Found,2002.0,-73.11389,75.105,"(-73.11389, 75.105)",Chondrite
Grove Mountains 020011,46620,Valid,L3,0.55,Found,2002.0,-73.11333,75.10389,"(-73.11333, 75.10389)",Chondrite
Grove Mountains 020012,46621,Valid,LL5,1.33,Found,2002.0,-73.10389,75.17,"(-73.10389, 75.17)",Chondrite
Grove Mountains 020013,30669,Valid,LL4-6,7.4,Found,2002.0,-73.10333,75.17028,"(-73.10333, 75.17028)",Chondrite
Grove Mountains 020014,46622,Valid,LL4,2.72,Found,2002.0,-73.105,75.17139,"(-73.105, 75.17139)",Chondrite
Grove Mountains 020016,46623,Valid,H3,1.53,Found,2002.0,-73.09694,75.19833,"(-73.09694, 75.19833)",Chondrite
Grove Mountains 020017,30671,Valid,CM2,2.2,Found,2002.0,-73.09639,75.18417,"(-73.09639, 75.18417)",Chondrite
Grove Mountains 020018,46624,Valid,H5,2.5,Found,2002.0,-73.09361,75.19056,"(-73.09361, 75.19056)",Chondrite
Grove Mountains 020020,46626,Valid,L6,2.56,Found,2002.0,-73.08611,75.23417,"(-73.08611, 75.23417)",Chondrite
Grove Mountains 020022,46508,Valid,H4,3.4,Found,2002.0,-73.08583,75.2075,"(-73.08583, 75.2075)",Chondrite
Grove Mountains 020023,46509,Valid,H5,2.69,Found,2002.0,-73.08583,75.20833,"(-73.08583, 75.20833)",Chondrite
Grove Mountains 020024,46510,Valid,H5,8.09,Found,2002.0,-73.08389,75.20833,"(-73.08389, 75.20833)",Chondrite
Grove Mountains 020025,30672,Valid,CM2,3.6,Found,2002.0,-73.0775,75.27528,"(-73.0775, 75.27528)",Chondrite
Grove Mountains 020030,46629,Valid,H4,0.5,Found,2002.0,-73.07444,75.27417,"(-73.07444, 75.27417)",Chondrite
Grove Mountains 020031,46630,Valid,H6,1.93,Found,2002.0,-73.08583,75.22,"(-73.08583, 75.22)",Chondrite
Grove Mountains 020032,46631,Valid,LL3,1.91,Found,2002.0,-73.11417,75.16889,"(-73.11417, 75.16889)",Chondrite
Grove Mountains 020033,46632,Valid,LL4,1.51,Found,2002.0,-73.10417,75.16778,"(-73.10417, 75.16778)",Chondrite
Grove Mountains 020035,46634,Valid,L3,6.32,Found,2002.0,-73.10806,75.20417,"(-73.10806, 75.20417)",Chondrite
Grove Mountains 020036,46635,Valid,LL3,1.1,Found,2002.0,-73.09889,75.175,"(-73.09889, 75.175)",Chondrite
Grove Mountains 020037,46636,Valid,LL4,1.64,Found,2002.0,-73.10556,75.17056,"(-73.10556, 75.17056)",Chondrite
Grove Mountains 020041,46639,Valid,LL4,1.41,Found,2002.0,-73.10528,75.15222,"(-73.10528, 75.15222)",Chondrite
Grove Mountains 020042,46640,Valid,H4,2.16,Found,2003.0,-73.00639,75.19222,"(-73.00639, 75.19222)",Chondrite
Grove Mountains 020044,46514,Valid,H3,5.52,Found,2003.0,-72.99389,75.2125,"(-72.99389, 75.2125)",Chondrite
Grove Mountains 020045,46515,Valid,H3,1.96,Found,2003.0,-72.99167,75.21056,"(-72.99167, 75.21056)",Chondrite
Grove Mountains 020046,46641,Valid,L6,3.0,Found,2003.0,-72.99861,75.23611,"(-72.99861, 75.23611)",Chondrite
Grove Mountains 020047,30675,Valid,L5,8.9,Found,2003.0,-72.99944,75.22806,"(-72.99944, 75.22806)",Chondrite
Grove Mountains 020048,30676,Valid,H5,8.5,Found,2003.0,-73.00028,75.20222,"(-73.00028, 75.20222)",Chondrite
Grove Mountains 020049,46516,Valid,L4,1.22,Found,2003.0,-72.99444,75.20944,"(-72.99444, 75.20944)",Chondrite
Grove Mountains 020050,46642,Valid,H5,3.13,Found,2003.0,-72.99972,75.20972,"(-72.99972, 75.20972)",Chondrite
Grove Mountains 020051,46517,Valid,H4,1.36,Found,2003.0,-72.99167,75.22778,"(-72.99167, 75.22778)",Chondrite
Grove Mountains 020054,46645,Valid,H3,2.16,Found,2003.0,-73.01611,75.18611,"(-73.01611, 75.18611)",Chondrite
Grove Mountains 020055,46646,Valid,H5,3.01,Found,2003.0,-72.99889,75.19722,"(-72.99889, 75.19722)",Chondrite
Grove Mountains 020056,46647,Valid,L6,5.46,Found,2003.0,-72.99861,75.19806,"(-72.99861, 75.19806)",Chondrite
Grove Mountains 020058,46649,Valid,L5,2.53,Found,2003.0,-72.99444,75.20556,"(-72.99444, 75.20556)",Chondrite
Grove Mountains 020061,46652,Valid,L6,6.55,Found,2003.0,-72.99917,75.22778,"(-72.99917, 75.22778)",Chondrite
Grove Mountains 020062,46653,Valid,L6,2.26,Found,2003.0,-72.99722,75.21944,"(-72.99722, 75.21944)",Chondrite
Grove Mountains 020063,46654,Valid,L6,2.86,Found,2003.0,-72.99444,75.21667,"(-72.99444, 75.21667)",Chondrite
Grove Mountains 020064,46655,Valid,L5,1.99,Found,2003.0,-72.99667,75.21972,"(-72.99667, 75.21972)",Chondrite
Grove Mountains 020065,46656,Valid,H5,2.33,Found,2003.0,-72.99694,75.22306,"(-72.99694, 75.22306)",Chondrite
Grove Mountains 020066,46657,Valid,H4,1.76,Found,2003.0,-72.99917,75.23889,"(-72.99917, 75.23889)",Chondrite
Grove Mountains 020067,47734,Valid,H4,0.94,Found,2003.0,-72.986111,75.231944,"(-72.986111, 75.231944)",Chondrite
Grove Mountains 020070,46660,Valid,H4,7.91,Found,2003.0,-72.99917,75.20278,"(-72.99917, 75.20278)",Chondrite
Grove Mountains 020071,46661,Valid,H5,4.51,Found,2003.0,-72.99889,75.20417,"(-72.99889, 75.20417)",Chondrite
Grove Mountains 020073,46519,Valid,L6,9.0,Found,2003.0,-72.99889,75.21278,"(-72.99889, 75.21278)",Chondrite
Grove Mountains 020074,46520,Valid,H4,1.48,Found,2003.0,-72.99583,75.20972,"(-72.99583, 75.20972)",Chondrite
Grove Mountains 020077,46522,Valid,H5,1.31,Found,2003.0,-72.99444,75.205,"(-72.99444, 75.205)",Chondrite
Grove Mountains 020080,46662,Valid,H5,5.77,Found,2003.0,-72.99028,75.27778,"(-72.99028, 75.27778)",Chondrite
Grove Mountains 020081,46663,Valid,L6,5.03,Found,2003.0,-72.99556,75.22056,"(-72.99556, 75.22056)",Chondrite
Grove Mountains 020082,30680,Valid,H5,8.7,Found,2003.0,-72.99639,75.21694,"(-72.99639, 75.21694)",Chondrite
Grove Mountains 020083,46664,Valid,H4,1.12,Found,2003.0,-72.99639,75.21278,"(-72.99639, 75.21278)",Chondrite
Grove Mountains 020084,46665,Valid,L5,7.73,Found,2003.0,-72.99667,75.20833,"(-72.99667, 75.20833)",Chondrite
Grove Mountains 020085,46666,Valid,L5,2.08,Found,2003.0,-72.99639,75.20778,"(-72.99639, 75.20778)",Chondrite
Grove Mountains 020087,46667,Valid,H5,2.07,Found,2003.0,-73.00222,75.28306,"(-73.00222, 75.28306)",Chondrite
Grove Mountains 020088,46668,Valid,H4,3.02,Found,2003.0,-73.00361,75.25278,"(-73.00361, 75.25278)",Chondrite
Grove Mountains 020089,46669,Valid,H5,4.56,Found,2003.0,-73.00361,75.25139,"(-73.00361, 75.25139)",Chondrite
Grove Mountains 020090,30681,Valid,Martian (shergottite),7.5,Found,2003.0,-72.99944,75.26111,"(-72.99944, 75.26111)",Chondrite
Grove Mountains 020091,46670,Valid,H4,5.32,Found,2003.0,-72.99583,75.2275,"(-72.99583, 75.2275)",Chondrite
Grove Mountains 020092,46671,Valid,H5,1.26,Found,2003.0,-72.99583,75.20667,"(-72.99583, 75.20667)",Chondrite
Grove Mountains 020093,46523,Valid,H6,1.06,Found,2003.0,-72.99556,75.20639,"(-72.99556, 75.20639)",Chondrite
Grove Mountains 020095,46524,Valid,L6,6.05,Found,2003.0,-72.99528,75.20667,"(-72.99528, 75.20667)",Chondrite
Grove Mountains 020096,46525,Valid,L5,1.79,Found,2003.0,-72.99694,75.20611,"(-72.99694, 75.20611)",Chondrite
Grove Mountains 020100,46672,Valid,H4,7.25,Found,2003.0,-72.99722,75.20389,"(-72.99722, 75.20389)",Chondrite
Grove Mountains 020101,46673,Valid,H5,2.59,Found,2003.0,-72.99417,75.20444,"(-72.99417, 75.20444)",Chondrite
Grove Mountains 020102,46674,Valid,H5,4.23,Found,2003.0,-72.99667,75.21806,"(-72.99667, 75.21806)",Chondrite
