name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,class_simple
Grove Mountains 020107,46678,Valid,L5,3.68,Found,2003.0,-72.98,75.25639,"(-72.98, 75.25639)",Chondrite
Grove Mountains 020108,46679,Valid,H4,5.79,Found,2003.0,-72.98028,75.25556,"(-72.98028, 75.25556)",Chondrite
Grove Mountains 020109,46680,Valid,H4,2.02,Found,2003.0,-72.98028,75.25472,"(-72.98028, 75.25472)",Chondrite
Grove Mountains 020110,46681,Valid,H4,3.06,Found,2003.0,-72.98139,75.24972,"(-72.98139, 75.24972)",Chondrite
Grove Mountains 020111,46528,Valid,L3,2.18,Found,2003.0,-72.97972,75.25639,"(-72.97972, 75.25639)",Chondrite
Grove Mountains 020112,46529,Valid,H3,1.6,Found,2003.0,-72.98056,75.25556,"(-72.98056, 75.25556)",Chondrite
Grove Mountains 020113,46530,Valid,H4,1.28,Found,2003.0,-72.98,75.26,"(-72.98, 75.26)",Chondrite
Grove Mountains 020114,46531,Valid,L3,1.0,Found,2003.0,-72.98194,75.25167,"(-72.98194, 75.25167)",Chondrite
Grove Mountains 020115,46532,Valid,L6,8.34,Found,2003.0,-72.97861,75.26611,"(-72.97861, 75.26611)",Chondrite
Grove Mountains 020117,46682,Valid,L5,3.51,Found,2003.0,-72.97667,75.26694,"(-72.97667, 75.26694)",Chondrite
Grove Mountains 020118,46683,Valid,H4,8.12,Found,2003.0,-72.97917,75.26583,"(-72.97917, 75.26583)",Chondrite
Grove Mountains 020120,46685,Valid,H5,1.73,Found,2003.0,-72.97917,75.25806,"(-72.97917, 75.25806)",Chondrite
Grove Mountains 020123,46688,Valid,H5,3.39,Found,2003.0,-72.97778,75.26,"(-72.97778, 75.26)",Chondrite
Grove Mountains 020124,46689,Valid,Mesosiderite,1.47,Found,2003.0,-72.97861,75.26083,"(-72.97861, 75.26083)",Stony-Iron
Grove Mountains 020125,46690,Valid,L5,2.1,Found,2003.0,-72.97944,75.26028,"(-72.97944, 75.26028)",Chondrite
Grove Mountains 020126,46691,Valid,H5,4.79,Found,2003.0,-72.9775,75.26083,"(-72.9775, 75.26083)",Chondrite
Grove Mountains 020127,46692,Valid,L5,6.77,Found,2003.0,-72.98056,75.2625,"(-72.98056, 75.2625)",Chondrite
Grove Mountains 020131,46533,Valid,L6,3.81,Found,2003.0,-72.97694,75.26111,"(-72.97694, 75.26111)",Chondrite
Grove Mountains 020132,46534,Valid,L6,1.9,Found,2003.0,-72.97722,75.26139,"(-72.97722, 75.26139)",Chondrite
Grove Mountains 020136,46696,Valid,L4,3.31,Found,2003.0,-72.97917,75.26278,"(-72.97917, 75.26278)",Chondrite
Grove Mountains 020137,46697,Valid,L3,8.75,Found,2003.0,-72.98056,75.25833,"(-72.98056, 75.25833)",Chondrite
Grove Mountains 020138,46698,Valid,L6,2.27,Found,2003.0,-72.97861,75.255,"(-72.97861, 75.255)",Chondrite
Grove Mountains 020139,46699,Valid,H6,3.25,Found,2003.0,-72.97833,75.25722,"(-72.97833, 75.25722)",Chondrite
Grove Mountains 020140,46700,Valid,H6,7.08,Found,2003.0,-72.97722,75.25861,"(-72.97722, 75.25861)",Chondrite
Grove Mountains 020141,47735,Valid,L6,0.92,Found,2003.0,-72.9775,75.263889,"(-72.9775, 75.263889)",Chondrite
Grove Mountains 020142,46701,Valid,L6,1.13,Found,2003.0,-72.97778,75.25778,"(-72.97778, 75.25778)",Chondrite
Grove Mountains 020143,46702,Valid,L6,2.28,Found,2003.0,-72.97694,75.25694,"(-72.97694, 75.25694)",Chondrite
Grove Mountains 020144,46703,Valid,H5,1.96,Found,2003.0,-72.97778,75.26167,"(-72.97778, 75.26167)",Chondrite
Grove Mountains 020145,46704,Valid,L5,1.69,Found,2003.0,-72.9775,75.25528,"(-72.9775, 75.25528)",Chondrite
Grove Mountains 020146,46705,Valid,H6,2.28,Found,2003.0,-72.97639,75.26722,"(-72.97639, 75.26722)",Chondrite
Grove Mountains 020147,46706,Valid,H5,2.9,Found,2003.0,-72.9775,75.26528,"(-72.9775, 75.26528)",Chondrite
Grove Mountains 020148,46707,Valid,L5,6.88,Found,2003.0,-72.9775,75.26583,"(-72.9775, 75.26583)",Chondrite
Grove Mountains 020149,46708,Valid,L5,8.89,Found,2003.0,-72.97694,75.2675,"(-72.97694, 75.2675)",Chondrite
Grove Mountains 020150,46709,Valid,H6,2.02,Found,2003.0,-72.97778,75.26556,"(-72.97778, 75.26556)",Chondrite
Grove Mountains 020151,46710,Valid,L6,1.45,Found,2003.0,-72.97972,75.26333,"(-72.97972, 75.26333)",Chondrite
Grove Mountains 020152,46711,Valid,L6,2.53,Found,2003.0,-72.97972,75.26361,"(-72.97972, 75.26361)",Chondrite
Grove Mountains 020153,46536,Valid,H5,1.6,Found,2003.0,-72.98056,75.26417,"(-72.98056, 75.26417)",Chondrite
Grove Mountains 020154,46537,Valid,L5,1.51,Found,2003.0,-72.98083,75.26111,"(-72.98083, 75.26111)",Chondrite
Grove Mountains 020156,46712,Valid,L5,2.65,Found,2003.0,-72.97722,75.26806,"(-72.97722, 75.26806)",Chondrite
Grove Mountains 020157,46713,Valid,L5,4.8,Found,2003.0,-72.97722,75.26778,"(-72.97722, 75.26778)",Chondrite
Grove Mountains 020159,46714,Valid,L5,1.54,Found,2003.0,-72.97861,75.26111,"(-72.97861, 75.26111)",Chondrite
Grove Mountains 020160,46715,Valid,H5,3.72,Found,2003.0,-72.97833,75.26056,"(-72.97833, 75.26056)",Chondrite
Grove Mountains 020161,46716,Valid,L6,7.6,Found,2003.0,-72.97889,75.26111,"(-72.97889, 75.26111)",Chondrite
Grove Mountains 020162,46717,Valid,H3,2.31,Found,2003.0,-72.97611,75.26694,"(-72.97611, 75.26694)",Chondrite
Grove Mountains 020163,46718,Valid,L6,3.42,Found,2003.0,-72.97639,75.265,"(-72.97639, 75.265)",Chondrite
Grove Mountains 020164,46719,Valid,L3,5.2,Found,2003.0,-72.97667,75.26583,"(-72.97667, 75.26583)",Chondrite
Grove Mountains 020165,46720,Valid,L3,6.96,Found,2003.0,-72.97639,75.26306,"(-72.97639, 75.26306)",Chondrite
Grove Mountains 020166,46721,Valid,H3,8.02,Found,2003.0,-72.9775,75.26306,"(-72.9775, 75.26306)",Chondrite
Grove Mountains 020167,46538,Valid,L6,7.48,Found,2003.0,-72.97806,75.26361,"(-72.97806, 75.26361)",Chondrite
Grove Mountains 020169,46722,Valid,L3,4.78,Found,2003.0,-72.97806,75.26028,"(-72.97806, 75.26028)",Chondrite
Grove Mountains 020171,47736,Valid,Mesosiderite,0.55,Found,2003.0,-72.976111,75.266389,"(-72.976111, 75.266389)",Stony-Iron
Grove Mountains 020172,46723,Valid,L6,1.05,Found,2003.0,-72.9775,75.26306,"(-72.9775, 75.26306)",Chondrite
Grove Mountains 020173,46724,Valid,L4,2.62,Found,2003.0,-72.97639,75.26389,"(-72.97639, 75.26389)",Chondrite
Grove Mountains 020175,46726,Valid,Mesosiderite,1.54,Found,2003.0,-72.97917,75.26167,"(-72.97917, 75.26167)",Stony-Iron
Grove Mountains 020178,46727,Valid,H6,1.6,Found,2003.0,-72.97806,75.26194,"(-72.97806, 75.26194)",Chondrite
Grove Mountains 020179,46728,Valid,L5,1.29,Found,2003.0,-72.97917,75.26694,"(-72.97917, 75.26694)",Chondrite
Grove Mountains 020180,47737,Valid,H5,0.55,Found,2003.0,-72.9775,75.264167,"(-72.9775, 75.264167)",Chondrite
Grove Mountains 020182,46730,Valid,L6,1.04,Found,2003.0,-72.99444,75.26361,"(-72.99444, 75.26361)",Chondrite
Grove Mountains 020183,47738,Valid,L6,0.85,Found,2003.0,-72.994722,75.263333,"(-72.994722, 75.263333)",Chondrite
Grove Mountains 020184,46731,Valid,L5,3.17,Found,2003.0,-72.97806,75.26306,"(-72.97806, 75.26306)",Chondrite
Grove Mountains 020185,46732,Valid,H6,1.6,Found,2003.0,-72.9775,75.26722,"(-72.9775, 75.26722)",Chondrite
Grove Mountains 020187,46734,Valid,L6,1.54,Found,2003.0,-72.97833,75.25944,"(-72.97833, 75.25944)",Chondrite
Grove Mountains 020197,47739,Valid,H5,0.52,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020198,47740,Valid,H4,0.56,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020201,47741,Valid,H5,0.68,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020202,49720,Valid,H5,0.8,Found,2003.0,-72.9925,75.20639,"(-72.9925, 75.20639)",Chondrite
Grove Mountains 020203,47742,Valid,H4,0.85,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020204,47743,Valid,H5,1.22,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020211,49722,Valid,H5,1.05,Found,2003.0,-72.9925,75.20639,"(-72.9925, 75.20639)",Chondrite
Grove Mountains 020212,49723,Valid,H4,1.19,Found,2003.0,-72.9925,75.20639,"(-72.9925, 75.20639)",Chondrite
Grove Mountains 020214,49724,Valid,H5,1.28,Found,2003.0,-72.9925,75.2064,"(-72.9925, 75.2064)",Chondrite
Grove Mountains 020216,49725,Valid,H4,1.72,Found,2003.0,-72.9925,75.20639,"(-72.9925, 75.20639)",Chondrite
Grove Mountains 020217,47744,Valid,H4,2.65,Found,2003.0,-72.9925,75.206389,"(-72.9925, 75.206389)",Chondrite
Grove Mountains 020219,49726,Valid,H4,6.34,Found,2003.0,-72.9925,75.20639,"(-72.9925, 75.20639)",Chondrite
Grove Mountains 020222,47745,Valid,L5,6.24,Found,2003.0,-72.987222,75.209722,"(-72.987222, 75.209722)",Chondrite
Grove Mountains 020224,49729,Valid,L5,6.4,Found,2003.0,-72.98722,75.20972,"(-72.98722, 75.20972)",Chondrite
Grove Mountains 020227,47746,Valid,H4,1.1,Found,2003.0,-73.000833,75.217222,"(-73.000833, 75.217222)",Chondrite
Grove Mountains 020228,49731,Valid,H4,4.31,Found,2003.0,-72.99361,75.21806,"(-72.99361, 75.21806)",Chondrite
Grove Mountains 020232,47747,Valid,H5,1.35,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020234,49734,Valid,H5,0.44,Found,2003.0,-72.9831,75.2292,"(-72.9831, 75.2292)",Chondrite
Grove Mountains 020241,49737,Valid,H5,9.96,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020242,47750,Valid,H5,8.43,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020243,49738,Valid,H6,4.38,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020245,47751,Valid,H5,1.77,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020249,47752,Valid,H4,1.06,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020251,47754,Valid,H4,1.53,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020252,49739,Valid,H4,1.14,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020253,47755,Valid,H5,1.54,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020254,49740,Valid,H6,1.2,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020256,49741,Valid,H5,1.2,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020257,47756,Valid,H6,0.92,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020258,47757,Valid,H5,0.84,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020259,47758,Valid,H5,0.89,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020261,47759,Valid,H5,0.68,Found,2003.0,-72.983056,75.229167,"(-72.983056, 75.229167)",Chondrite
Grove Mountains 020262,49742,Valid,H6,0.8,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020266,49743,Valid,H4,0.48,Found,2003.0,-72.98306,75.22917,"(-72.98306, 75.22917)",Chondrite
Grove Mountains 020273,49744,Valid,H4,8.25,Found,2003.0,-72.98611,75.21389,"(-72.98611, 75.21389)",Chondrite
Grove Mountains 020274,47760,Valid,H4,4.39,Found,2003.0,-72.988333,75.203611,"(-72.988333, 75.203611)",Chondrite
Grove Mountains 020275,47761,Valid,H5,1.36,Found,2003.0,-72.988333,75.201389,"(-72.988333, 75.201389)",Chondrite
Grove Mountains 020280,47763,Valid,H5,3.27,Found,2003.0,-72.978889,75.260833,"(-72.978889, 75.260833)",Chondrite
Grove Mountains 020281,47764,Valid,Mesosiderite,1.79,Found,2003.0,-72.978889,75.260833,"(-72.978889, 75.260833)",Stony-Iron
Grove Mountains 020284,47765,Valid,L6,9.73,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020285,49746,Valid,L5,0.55,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020287,47766,Valid,H4,3.33,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020288,49747,Valid,L5,0.82,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020290,49748,Valid,L5 ,1.27,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020291,47767,Valid,L6,4.57,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020292,49749,Valid,L5,1.71,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020293,47768,Valid,L5,6.79,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020297,30693,Valid,L5,5.0,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020300,49750,Valid,L6,3.2,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020301,47769,Valid,L5,1.58,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020302,49751,Valid,L5 ,1.74,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020303,47770,Valid,L4,1.3,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020304,47771,Valid,L5,2.11,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020305,49752,Valid,L5,3.36,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020307,49753,Valid,L4,4.26,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020310,49754,Valid,L5,1.31,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020311,47772,Valid,L5,1.2,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020312,49755,Valid,L5,2.06,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020314,47773,Valid,L4,1.86,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020315,47774,Valid,L5,1.29,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020317,49756,Valid,L5 ,1.27,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020318,47775,Valid,L6,1.09,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020319,49757,Valid,L5,1.15,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020323,47776,Valid,L6,1.06,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020325,47777,Valid,L6,1.35,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020327,47778,Valid,L5,1.34,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020328,49758,Valid,L5,0.9,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020329,49759,Valid,L5,1.32,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020331,47779,Valid,L5,0.98,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020333,49760,Valid,L6,0.91,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020334,47780,Valid,L5,0.69,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020335,49761,Valid,L5,0.87,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020337,49762,Valid,L6,0.87,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020339,47781,Valid,L5,0.64,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020340,47782,Valid,L5,0.84,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020346,49763,Valid,L5,0.6,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020347,49764,Valid,L5,0.6,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020349,49765,Valid,L5,0.65,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020351,47783,Valid,L6,0.64,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020353,49766,Valid,L6,0.67,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020354,49767,Valid,L5,0.67,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020355,49768,Valid,L6,0.67,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020356,49769,Valid,L4,0.67,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020359,49770,Valid,L5,0.46,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020361,49771,Valid,L5,0.54,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020365,49772,Valid,L6,0.47,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020369,49773,Valid,L5,0.44,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020380,49774,Valid,L5,0.48,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020384,49775,Valid,L6,0.46,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020385,49776,Valid,L6,0.46,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020386,49777,Valid,L6,0.46,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020392,49778,Valid,L6,0.48,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020395,49779,Valid,L5,0.44,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020397,49780,Valid,L5,0.45,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020413,49781,Valid,L5,0.47,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020569,49782,Valid,H6,1.27,Found,2003.0,-72.98417,75.24528,"(-72.98417, 75.24528)",Chondrite
Grove Mountains 020576,49786,Valid,L5,5.47,Found,2003.0,-72.98361,75.24722,"(-72.98361, 75.24722)",Chondrite
Grove Mountains 020581,47787,Valid,L5,1.77,Found,2003.0,-72.983611,75.247222,"(-72.983611, 75.247222)",Chondrite
Grove Mountains 020583,47788,Valid,L5,1.85,Found,2003.0,-72.983611,75.247222,"(-72.983611, 75.247222)",Chondrite
Grove Mountains 020584,49787,Valid,L6,1.56,Found,2003.0,-72.98361,75.24722,"(-72.98361, 75.24722)",Chondrite
Grove Mountains 020585,49788,Valid,H6,1.56,Found,2003.0,-72.98361,75.24722,"(-72.98361, 75.24722)",Chondrite
Grove Mountains 020586,47789,Valid,L5,1.16,Found,2003.0,-72.983611,75.247222,"(-72.983611, 75.247222)",Chondrite
Grove Mountains 020587,49789,Valid,L5,1.0,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020589,49790,Valid,L6,0.9,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020590,47790,Valid,L5,1.06,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020594,49791,Valid,L5,0.63,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020595,47791,Valid,L5,1.01,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020599,49792,Valid,L5 ,0.68,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020600,49793,Valid,L5,0.63,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020601,47792,Valid,L6,0.59,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020615,49794,Valid,L5,0.44,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020619,49795,Valid,L5,0.47,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020773,49796,Valid,L6,0.47,Found,2003.0,-72.98389,75.25,"(-72.98389, 75.25)",Chondrite
Grove Mountains 020775,49797,Valid,L5,0.47,Found,2003.0,-72.98389,75.25,"(-72.98389, 75.25)",Chondrite
Grove Mountains 020797,49798,Valid,L6,3.96,Found,2003.0,-72.98389,75.25,"(-72.98389, 75.25)",Chondrite
Grove Mountains 020801,49799,Valid,L6,0.87,Found,2003.0,-72.98389,75.25,"(-72.98389, 75.25)",Chondrite
Grove Mountains 020802,47794,Valid,L5,0.59,Found,2003.0,-72.983889,75.25,"(-72.983889, 75.25)",Chondrite
Grove Mountains 020808,47795,Valid,L6,2.09,Found,2003.0,-72.983333,75.249444,"(-72.983333, 75.249444)",Chondrite
Grove Mountains 020809,47796,Valid,L5,2.19,Found,2003.0,-72.983333,75.249444,"(-72.983333, 75.249444)",Chondrite
Grove Mountains 020810,49800,Valid,L6,1.28,Found,2003.0,-72.9833,75.2494,"(-72.9833, 75.2494)",Chondrite
Grove Mountains 020811,47797,Valid,L5,0.92,Found,2003.0,-72.983333,75.249444,"(-72.983333, 75.249444)",Chondrite
Grove Mountains 020817,49801,Valid,L5,0.65,Found,2003.0,-72.98333,75.24944,"(-72.98333, 75.24944)",Chondrite
Grove Mountains 020820,49802,Valid,L6,0.9,Found,2003.0,-72.98333,75.24639,"(-72.98333, 75.24639)",Chondrite
Grove Mountains 020821,49803,Valid,L5,0.54,Found,2003.0,-72.98333,75.24944,"(-72.98333, 75.24944)",Chondrite
Grove Mountains 020823,47798,Valid,L5,0.55,Found,2003.0,-72.983333,75.249444,"(-72.983333, 75.249444)",Chondrite
Grove Mountains 020824,49804,Valid,L5,0.46,Found,2003.0,-72.9833,75.2494,"(-72.9833, 75.2494)",Chondrite
Grove Mountains 020826,49805,Valid,L5,0.47,Found,2003.0,-72.9833,75.2494,"(-72.9833, 75.2494)",Chondrite
Grove Mountains 020917,49806,Valid,L5,2.08,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020918,49807,Valid,L5,2.07,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020919,47799,Valid,L6,1.85,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020921,47800,Valid,L5,1.2,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020922,47801,Valid,L6,1.18,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020924,49808,Valid,L5,1.0,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020925,47802,Valid,L6,0.82,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020926,47803,Valid,L5,0.7,Found,2003.0,-72.983889,75.246389,"(-72.983889, 75.246389)",Chondrite
Grove Mountains 020932,49809,Valid,L5,0.47,Found,2003.0,-72.9839,75.2464,"(-72.9839, 75.2464)",Chondrite
Grove Mountains 020936,49810,Valid,L5,0.47,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020940,49811,Valid,L5,0.46,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020941,49812,Valid,L5,0.48,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
Grove Mountains 020942,49813,Valid,L6,0.44,Found,2003.0,-72.98389,75.24639,"(-72.98389, 75.24639)",Chondrite
